control_id,control_name,group,domain_or_lens,normalized_severity,catalog_severity,applicability_for_fnnlr,gateforge_status,evidence_summary,source_required_evidence,fail_condition
L1-COMPLIANCE-LEGAL-PRI-018,Abuse policy,Compliance Legal Privacy,L1,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L1-COMPLIANCE-LEGAL-PRI-019,Subscription terms,Compliance Legal Privacy,L1,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L1-COMPLIANCE-LEGAL-PRI-020,Cancellation terms,Compliance Legal Privacy,L1,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L5-COMMUNICATIONS-EMAIL-001,Transactional email setup,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-002,Email verification,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-003,Password reset email,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-004,Billing emails,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-005,Failed payment emails,Communications Email Integrity,L5,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-006,Welcome emails,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-007,Notification emails,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-008,SPF,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-009,DKIM,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-010,DMARC,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-011,Sender reputation,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-012,Spam risk,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-013,Email logs,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-014,Email failure handling,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-015,Unsubscribe rules,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-016,Marketing consent,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-017,Incident communication,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-018,Support auto-replies,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PASS,Commercial/support docs provide repo evidence.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-019,Email templates,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L5-COMMUNICATIONS-EMAIL-020,Localization of emails,Communications Email Integrity,L5,P0,"P0 when access, reset, billing or critical notifications depend on email; P2 for marketing-only email",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,SPF/DKIM/DMARC records; email provider config; delivery logs; template screenshots; bounce/failure handling; test inbox results,"Critical flows silently fail because transactional emails do not deliver, authenticate, localize, or recover from failure."
L6-SEO-GEO-DISCOVERABIL-001,Crawlability,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-002,Indexability,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-003,robots.txt,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-004,sitemap.xml,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-005,Meta titles,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-006,Meta descriptions,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-007,Canonical tags,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-008,Open Graph tags,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-009,Structured data,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-010,SSR prerendering,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-011,Core Web Vitals,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-012,Internal linking,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-013,Landing page SEO,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,Applicable growth domain; not a standalone GA blocker.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-014,Pricing page SEO,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,Applicable growth domain; not a standalone GA blocker.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-015,Blog content SEO,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,Applicable growth domain; not a standalone GA blocker.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-016,Docs SEO,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,Applicable growth domain; not a standalone GA blocker.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-017,AR EN hreflang,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-018,RTL SEO rendering,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,Applicable growth domain; not a standalone GA blocker.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-019,Search Console readiness,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-020,Public page performance,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-021,AI crawler access,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-022,Canonical facts page,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-023,Machine-readable product facts,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-024,What for whom pricing clarity,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-025,Brand entity clarity,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-026,AI assistant retrievability,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-027,Answer-engine behavior test,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-028,Citation accuracy,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-029,Misrepresentation monitoring,SEO GEO Discoverability,L6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-030,LLM-friendly docs or llms.txt-style summary,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-031,Product category consistency,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-032,Comparison page clarity,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-033,FAQ grounding,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-034,Public trust signals for AI answers,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L6-SEO-GEO-DISCOVERABIL-035,Re-test after messaging changes,SEO GEO Discoverability,L6,P0,"P2 default; P1 when GTM depends on inbound, PLG, organic search, or AI-assisted discovery; never P0 by itself",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,robots.txt and sitemap; rendered metadata and canonical tags; Core Web Vitals or page performance data; canonical facts page; captured AI answer-engine behavior tests; hreflang for multilingual surfaces,"Public product facts are uncrawlable, unrendered, contradictory, or materially misrepresented by answer engines in a GTM-dependent product."
L4-TRUST-ENTERPRISE-REA-001,Trust Center,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-002,Security page,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
